gov_level,fiscal_year,sector,amount_crore,description
union,2017-18,education,664.26,76. Lok Sabha
union,2017-18,education,664.26,Establishment Expenditure of the Centre
union,2017-18,education,629.21,Centrally Sponsored Schemes
union,2017-18,education,629.21,Centrally Sponsored Schemes
union,2017-18,other,620.0,Other Central Sector Expenditure
union,2017-18,education,605.0,Central Sector Schemes/Projects
union,2017-18,education,605.0,Central Sector Schemes/Projects
union,2017-18,other,599.84,Central Sector Schemes/Projects
union,2017-18,other,598.0,23. Ministry of Development of North Eastern Region
union,2017-18,other,565.0,Central Sector Schemes/Projects
union,2017-18,other,564.0,Central Sector Schemes/Projects
union,2017-18,other,557.35,Other Central Sector Expenditure
union,2017-18,other,556.6,Establishment Expenditure of the Centre
union,2017-18,other,546.03,Other Central Sector Expenditure
union,2017-18,other,546.03,Other Central Sector Expenditure
union,2017-18,other,524.59,49. Andaman and Nicobar Islands
union,2017-18,other,524.59,Other Central Sector Expenditure
union,2017-18,education,516.14,Other Central Sector Expenditure
union,2017-18,other,511.37,Establishment Expenditure of the Centre
union,2017-18,other,501.58,Other Central Sector Expenditure
union,2017-18,other,500.68,Department of Revenue
union,2017-18,other,499.78,Establishment Expenditure of the Centre
union,2017-18,other,498.25,Department of Revenue
union,2017-18,education,495.74,Establishment Expenditure of the Centre
union,2017-18,education,495.74,Establishment Expenditure of the Centre
union,2017-18,other,495.0,Department of Posts
union,2017-18,other,485.0,Central Sector Schemes/Projects
union,2017-18,other,483.36,52. Daman and Diu
union,2017-18,other,480.0,Department of Expenditure
union,2017-18,other,480.0,Department of Expenditure
union,2017-18,other,473.85,Establishment Expenditure of the Centre
union,2017-18,other,473.85,Establishment Expenditure of the Centre
union,2017-18,agriculture_rural,473.52,Establishment Expenditure of the Centre
union,2017-18,agriculture_rural,473.09,Establishment Expenditure of the Centre
union,2017-18,other,461.57,Other Central Sector Expenditure
union,2017-18,other,448.04,17. Ministry of Corporate Affairs
union,2017-18,other,440.5,Centrally Sponsored Schemes
union,2017-18,other,440.5,Centrally Sponsored Schemes
union,2017-18,other,439.56,Establishment Expenditure of the Centre
union,2017-18,other,436.1,Establishment Expenditure of the Centre
union,2017-18,education,432.5,Central Sector Schemes/Projects
union,2017-18,education,432.5,Central Sector Schemes/Projects
union,2017-18,other,418.54,17. Ministry of Corporate Affairs
union,2017-18,other,416.28,Other Central Sector Expenditure
union,2017-18,agriculture_rural,400.18,Central Sector Schemes/Projects
union,2017-18,agriculture_rural,400.18,Central Sector Schemes/Projects
union,2017-18,other,399.53,Establishment Expenditure of the Centre
union,2017-18,other,389.16,51. Dadra and Nagar Haveli
union,2017-18,other,389.16,Other Central Sector Expenditure
union,2017-18,education,387.4,77. Rajya Sabha
union,2017-18,education,387.4,Establishment Expenditure of the Centre
union,2017-18,education,387.4,77. Rajya Sabha
union,2017-18,education,387.4,Establishment Expenditure of the Centre
union,2017-18,infrastructure,384.16,87. Ministry of Shipping
union,2017-18,education,379.31,Establishment Expenditure of the Centre
union,2017-18,other,358.64,Other Central Sector Expenditure
union,2017-18,other,358.64,Other Central Sector Expenditure
union,2017-18,education,357.3,Other Central Sector Expenditure
union,2017-18,other,353.2,Establishment Expenditure of the Centre
union,2017-18,energy,351.73,Central Sector Schemes/Projects
union,2017-18,energy,351.73,Central Sector Schemes/Projects
union,2017-18,other,350.0,Establishment Expenditure of the Centre
union,2017-18,social_welfare,349.3,Central Sector Schemes/Projects
union,2017-18,social_welfare,349.3,Central Sector Schemes/Projects
union,2017-18,other,349.0,26. Ministry of Electronics and Information Technology
union,2017-18,other,344.15,Central Sector Schemes/Projects
union,2017-18,other,342.19,Establishment Expenditure of the Centre
union,2017-18,other,338.68,Establishment Expenditure of the Centre
union,2017-18,other,338.68,Establishment Expenditure of the Centre
union,2017-18,other,332.52,Establishment Expenditure of the Centre
union,2017-18,security,322.97,46. Ministry of Home Affairs
union,2017-18,social_welfare,318.22,Department of Social Justice and Empowerment
union,2017-18,social_welfare,318.22,Centrally Sponsored Schemes
union,2017-18,other,315.0,50. Chandigarh
union,2017-18,other,315.0,Other Central Sector Expenditure
union,2017-18,education,310.0,Establishment Expenditure of the Centre
union,2017-18,other,310.0,Central Sector Schemes/Projects
union,2017-18,other,309.68,Establishment Expenditure of the Centre
union,2017-18,education,309.66,Establishment Expenditure of the Centre
union,2017-18,education,308.04,Establishment Expenditure of the Centre
union,2017-18,other,305.86,Establishment Expenditure of the Centre
union,2017-18,other,305.86,Establishment Expenditure of the Centre
union,2017-18,education,303.33,Other Central Sector Expenditure
union,2017-18,other,300.0,Central Sector Schemes/Projects
union,2017-18,other,300.0,Central Sector Schemes/Projects
union,2017-18,other,298.0,Department of Chemicals and Petrochemicals
union,2017-18,other,296.95,52. Daman and Diu
union,2017-18,other,296.95,Other Central Sector Expenditure
union,2017-18,other,278.09,1.
union,2017-18,energy,276.49,Other Central Sector Expenditure
union,2017-18,other,273.39,Department of Chemicals and Petrochemicals
union,2017-18,other,263.28,Establishment Expenditure of the Centre
union,2017-18,other,263.28,Establishment Expenditure of the Centre
union,2017-18,other,260.4,Other Central Sector Expenditure
union,2017-18,other,260.22,Establishment Expenditure of the Centre
union,2017-18,other,260.22,Establishment Expenditure of the Centre
union,2017-18,education,252.52,73. Ministry of Planning
union,2017-18,education,252.09,73. Ministry of Planning
union,2017-18,other,250.03,88. Ministry of Skill Development and Entrepreneurship
union,2017-18,other,250.0,Central Sector Schemes/Projects
union,2017-18,education,250.0,Department of Higher Education
union,2017-18,education,250.0,Central Sector Schemes/Projects
union,2017-18,other,247.74,Department of Pharmaceuticals
union,2017-18,other,247.68,Department of Pharmaceuticals
union,2017-18,education,247.0,63. Supreme Court of India
union,2017-18,education,247.0,Establishment Expenditure of the Centre
union,2017-18,education,247.0,63. Supreme Court of India
union,2017-18,education,247.0,Establishment Expenditure of the Centre
union,2017-18,energy,243.75,Other Central Sector Expenditure
union,2017-18,education,229.19,79. Union Public Service Commission
union,2017-18,education,229.19,Establishment Expenditure of the Centre
union,2017-18,education,229.19,79. Union Public Service Commission
union,2017-18,education,229.19,Establishment Expenditure of the Centre
union,2017-18,other,228.07,35. Indirect Taxes
union,2017-18,other,226.79,34. Direct Taxes
union,2017-18,other,223.31,Establishment Expenditure of the Centre
union,2017-18,other,222.96,Establishment Expenditure of the Centre
union,2017-18,other,222.96,Establishment Expenditure of the Centre
union,2017-18,other,219.38,Central Sector Schemes/Projects
union,2017-18,other,219.38,Central Sector Schemes/Projects
union,2017-18,other,208.15,Centrally Sponsored Schemes
union,2017-18,education,208.13,Establishment Expenditure of the Centre
union,2017-18,education,208.13,Establishment Expenditure of the Centre
union,2017-18,other,208.02,Central Sector Schemes/Projects
union,2017-18,energy,207.0,Centrally Sponsored Schemes
union,2017-18,energy,207.0,Centrally Sponsored Schemes
union,2017-18,other,200.1,Central Sector Schemes/Projects
union,2017-18,other,200.0,Other Central Sector Expenditure
union,2017-18,other,194.03,Other Central Sector Expenditure
union,2017-18,other,194.03,Other Central Sector Expenditure
union,2017-18,other,193.0,Establishment Expenditure of the Centre
union,2017-18,education,176.73,Establishment Expenditure of the Centre
union,2017-18,education,175.5,Establishment Expenditure of the Centre
union,2017-18,education,170.0,66. Ministry of Minority Affairs
union,2017-18,education,170.0,Centrally Sponsored Schemes
union,2017-18,other,165.93,Other Central Sector Expenditure
union,2017-18,other,165.93,Other Central Sector Expenditure
union,2017-18,other,165.91,Establishment Expenditure of the Centre
union,2017-18,other,165.91,Establishment Expenditure of the Centre
union,2017-18,other,165.4,53. Lakshadweep
union,2017-18,other,165.4,Other Central Sector Expenditure
union,2017-18,other,164.0,Establishment Expenditure of the Centre
union,2017-18,other,164.0,Establishment Expenditure of the Centre
union,2017-18,other,161.67,Other Central Sector Expenditure
union,2017-18,other,161.67,Other Central Sector Expenditure
union,2017-18,education,158.84,65. Ministry of Mines
union,2017-18,education,158.84,Other Central Sector Expenditure
union,2017-18,other,158.66,Establishment Expenditure of the Centre
union,2017-18,education,157.9,Central Sector Schemes/Projects
union,2017-18,education,156.13,Other Central Sector Expenditure
union,2017-18,other,156.0,Central Sector Schemes/Projects
union,2017-18,education,155.0,Central Sector Schemes/Projects
union,2017-18,education,154.57,Central Sector Schemes/Projects
union,2017-18,education,151.91,"70. Ministry of Personnel, Public Grievances and Pensions"
union,2017-18,other,151.22,Department of Commerce
union,2017-18,other,150.5,Central Sector Schemes/Projects
union,2017-18,other,150.0,Central Sector Schemes/Projects
union,2017-18,healthcare,150.0,Central Sector Schemes/Projects
union,2017-18,other,150.0,Central Sector Schemes/Projects
union,2017-18,other,150.0,Central Sector Schemes/Projects
union,2017-18,healthcare,150.0,Central Sector Schemes/Projects
union,2017-18,other,150.0,Central Sector Schemes/Projects
union,2017-18,education,147.2,Other Central Sector Expenditure
union,2017-18,education,146.0,62. Election Commission
union,2017-18,education,146.0,Establishment Expenditure of the Centre
union,2017-18,other,145.3,Other Central Sector Expenditure
union,2017-18,other,145.1,Other Central Sector Expenditure
union,2017-18,education,141.09,Central Sector Schemes/Projects
union,2017-18,other,136.68,Other Central Sector Expenditure
union,2017-18,education,128.92,Establishment Expenditure of the Centre
union,2017-18,education,128.92,Establishment Expenditure of the Centre
union,2017-18,other,127.59,Other Central Sector Expenditure
union,2017-18,education,124.15,Other Central Sector Expenditure
union,2017-18,education,124.15,Other Central Sector Expenditure
union,2017-18,other,120.5,Establishment Expenditure of the Centre
union,2017-18,other,118.18,Establishment Expenditure of the Centre
union,2017-18,other,118.18,Establishment Expenditure of the Centre
union,2017-18,education,118.03,Other Central Sector Expenditure
union,2017-18,education,118.03,Other Central Sector Expenditure
union,2017-18,other,115.0,25. Ministry of Earth Sciences
union,2017-18,other,115.0,Central Sector Schemes/Projects
union,2017-18,education,113.0,62. Election Commission
union,2017-18,education,113.0,Establishment Expenditure of the Centre
union,2017-18,other,112.03,Other Central Sector Expenditure
union,2017-18,education,109.75,Establishment Expenditure of the Centre
union,2017-18,other,108.68,Other Central Sector Expenditure
union,2017-18,education,105.0,Other Central Sector Expenditure
union,2017-18,education,105.0,Other Central Sector Expenditure
union,2017-18,other,104.0,Establishment Expenditure of the Centre
union,2017-18,other,103.7,Establishment Expenditure of the Centre
union,2017-18,education,103.0,Other Central Sector Expenditure
union,2017-18,education,103.0,Other Central Sector Expenditure
union,2017-18,other,102.98,Other Central Sector Expenditure
union,2017-18,education,102.66,Establishment Expenditure of the Centre
union,2017-18,education,102.66,Establishment Expenditure of the Centre
union,2017-18,other,100.0,Central Sector Schemes/Projects
union,2017-18,other,95.09,Establishment Expenditure of the Centre
union,2017-18,other,94.04,Establishment Expenditure of the Centre
union,2017-18,other,91.88,Establishment Expenditure of the Centre
union,2017-18,other,89.94,Establishment Expenditure of the Centre
union,2017-18,education,88.6,Establishment Expenditure of the Centre
union,2017-18,education,88.6,Establishment Expenditure of the Centre
union,2017-18,other,81.99,Establishment Expenditure of the Centre
union,2017-18,other,81.99,Establishment Expenditure of the Centre
union,2017-18,agriculture_rural,79.43,"Department of Agriculture, Cooperation and Farmers' Welfare"
union,2017-18,other,76.68,18. Ministry of Culture
union,2017-18,education,76.54,Establishment Expenditure of the Centre
union,2017-18,other,75.03,Establishment Expenditure of the Centre
union,2017-18,other,75.03,Establishment Expenditure of the Centre
union,2017-18,other,75.0,Establishment Expenditure of the Centre
union,2017-18,other,75.0,Establishment Expenditure of the Centre
union,2017-18,other,72.0,55. Transfers to Puducherry
union,2017-18,other,72.0,Other Grants/Loans/Transfers
union,2017-18,social_welfare,71.8,Establishment Expenditure of the Centre
union,2017-18,social_welfare,71.8,Establishment Expenditure of the Centre
union,2017-18,other,71.68,Establishment Expenditure of the Centre
union,2017-18,education,71.27,Establishment Expenditure of the Centre
union,2017-18,other,68.86,Central Sector Schemes/Projects
union,2017-18,other,68.86,Central Sector Schemes/Projects
union,2017-18,education,66.0,"75. Staff, Household and Allowances of the President"
union,2017-18,education,66.0,Establishment Expenditure of the Centre
union,2017-18,education,66.0,"75. Staff, Household and Allowances of the President"
union,2017-18,education,66.0,Establishment Expenditure of the Centre
union,2017-18,other,64.65,Establishment Expenditure of the Centre
union,2017-18,social_welfare,60.0,96. Ministry of Tribal Affairs
union,2017-18,other,60.0,Central Sector Schemes/Projects
union,2017-18,education,57.37,Other Central Sector Expenditure
union,2017-18,other,56.43,Establishment Expenditure of the Centre
union,2017-18,other,56.43,Establishment Expenditure of the Centre
union,2017-18,infrastructure,54.75,99. Ministry of Youth Affairs and Sports
union,2017-18,agriculture_rural,54.0,Centrally Sponsored Schemes
union,2017-18,other,53.85,Other Central Sector Expenditure
union,2017-18,other,50.0,Establishment Expenditure of the Centre
union,2017-18,other,48.05,Department of Food and Public Distribution
union,2017-18,other,48.05,Other Central Sector Expenditure
union,2017-18,other,47.55,Other Central Sector Expenditure
union,2017-18,other,47.0,Central Sector Schemes/Projects
union,2017-18,other,44.48,Other Central Sector Expenditure
union,2017-18,other,44.48,Other Central Sector Expenditure
union,2017-18,other,44.14,93. Ministry of Steel
union,2017-18,other,44.14,93. Ministry of Steel
union,2017-18,other,44.0,Department of Investment and Public Asset Management
union,2017-18,other,44.0,Department of Investment and Public Asset Management
union,2017-18,other,43.52,"Department of Animal Husbandry, Dairying and Fisheries"
union,2017-18,other,43.52,Establishment Expenditure of the Centre
union,2017-18,education,43.47,Establishment Expenditure of the Centre
union,2017-18,education,43.47,Establishment Expenditure of the Centre
union,2017-18,agriculture_rural,42.45,Establishment Expenditure of the Centre
union,2017-18,agriculture_rural,42.45,Establishment Expenditure of the Centre
union,2017-18,other,41.88,Establishment Expenditure of the Centre
union,2017-18,agriculture_rural,41.18,Other Central Sector Expenditure
union,2017-18,other,40.03,"27. Ministry of Environment, Forests and Climate Change"
union,2017-18,other,40.03,Establishment Expenditure of the Centre
union,2017-18,other,40.01,Other Central Sector Expenditure
union,2017-18,education,40.0,67. Ministry of New and Renewable Energy
union,2017-18,education,40.0,Establishment Expenditure of the Centre
union,2017-18,other,39.75,Central Sector Schemes/Projects
union,2017-18,social_welfare,38.65,98. Ministry of Women and Child Development
union,2017-18,other,38.65,Centrally Sponsored Schemes
union,2017-18,other,37.1,Establishment Expenditure of the Centre
union,2017-18,other,37.1,Establishment Expenditure of the Centre
union,2017-18,education,36.54,Establishment Expenditure of the Centre
union,2017-18,other,35.52,94. Ministry of Textiles
union,2017-18,other,35.0,Central Sector Schemes/Projects
union,2017-18,other,34.0,Central Sector Schemes/Projects
union,2017-18,other,34.0,Other Central Sector Expenditure
union,2017-18,other,34.0,Other Central Sector Expenditure
union,2017-18,education,33.0,62. Election Commission
union,2017-18,education,33.0,Establishment Expenditure of the Centre
union,2017-18,energy,32.74,Department of Empowerment of Persons with Disabilities
union,2017-18,energy,32.74,Other Central Sector Expenditure
union,2017-18,other,32.66,Establishment Expenditure of the Centre
union,2017-18,other,32.66,Establishment Expenditure of the Centre
union,2017-18,education,32.58,Establishment Expenditure of the Centre
union,2017-18,education,32.58,Establishment Expenditure of the Centre
union,2017-18,education,32.02,Other Central Sector Expenditure
union,2017-18,education,30.99,Establishment Expenditure of the Centre
union,2017-18,education,30.99,Establishment Expenditure of the Centre
union,2017-18,other,30.0,Establishment Expenditure of the Centre
union,2017-18,other,30.0,Establishment Expenditure of the Centre
union,2017-18,other,29.5,17. Ministry of Corporate Affairs
union,2017-18,other,29.18,Establishment Expenditure of the Centre
union,2017-18,other,29.18,Establishment Expenditure of the Centre
union,2017-18,education,29.1,59. Ministry of Information and Broadcasting
union,2017-18,education,29.1,Central Sector Schemes/Projects
union,2017-18,other,29.0,Establishment Expenditure of the Centre
union,2017-18,other,29.0,Establishment Expenditure of the Centre
union,2017-18,other,28.6,Establishment Expenditure of the Centre
union,2017-18,other,28.6,Establishment Expenditure of the Centre
union,2017-18,other,28.49,Establishment Expenditure of the Centre
union,2017-18,other,28.49,Establishment Expenditure of the Centre
union,2017-18,other,28.3,Establishment Expenditure of the Centre
union,2017-18,other,28.3,Establishment Expenditure of the Centre
union,2017-18,other,28.25,92. Ministry of Statistics and Programme Implementation
union,2017-18,other,28.25,Central Sector Schemes/Projects
union,2017-18,other,28.0,Other Central Sector Expenditure
union,2017-18,education,27.68,71. Central Vigilance Commission
union,2017-18,education,27.68,Establishment Expenditure of the Centre
union,2017-18,education,27.68,71. Central Vigilance Commission
union,2017-18,education,27.68,Establishment Expenditure of the Centre
union,2017-18,healthcare,26.14,4.
union,2017-18,education,25.35,Other Central Sector Expenditure
union,2017-18,other,25.1,Other Central Sector Expenditure
union,2017-18,other,25.1,Other Central Sector Expenditure
union,2017-18,other,25.01,Other Central Sector Expenditure
union,2017-18,agriculture_rural,25.0,Other Central Sector Expenditure
union,2017-18,other,24.61,Department of Chemicals and Petrochemicals
union,2017-18,other,24.61,Other Central Sector Expenditure
union,2017-18,other,23.0,Other Central Sector Expenditure
union,2017-18,other,23.0,Other Central Sector Expenditure
union,2017-18,education,22.85,60. Ministry of Labour and Employment
union,2017-18,other,21.35,Department of Consumer Affairs
union,2017-18,other,21.35,Central Sector Schemes/Projects
union,2017-18,education,20.79,Establishment Expenditure of the Centre
union,2017-18,education,20.79,Establishment Expenditure of the Centre
union,2017-18,other,20.41,Establishment Expenditure of the Centre
union,2017-18,other,20.41,Establishment Expenditure of the Centre
union,2017-18,energy,19.78,Establishment Expenditure of the Centre
union,2017-18,energy,19.78,Establishment Expenditure of the Centre
union,2017-18,other,19.38,Department of Public Enterprises
union,2017-18,other,19.38,Department of Public Enterprises
union,2017-18,education,17.88,69. Ministry of Parliamentary Affairs
union,2017-18,education,17.88,Establishment Expenditure of the Centre
union,2017-18,education,17.88,69. Ministry of Parliamentary Affairs
union,2017-18,education,17.88,Establishment Expenditure of the Centre
union,2017-18,education,17.46,Central Sector Schemes/Projects
union,2017-18,education,16.81,Central Sector Schemes/Projects
union,2017-18,agriculture_rural,16.18,Other Central Sector Expenditure
union,2017-18,education,16.18,Central Sector Schemes/Projects
union,2017-18,other,16.18,3.
union,2017-18,education,16.18,Central Sector Schemes/Projects
union,2017-18,other,16.0,Other Central Sector Expenditure
union,2017-18,other,16.0,Other Central Sector Expenditure
union,2017-18,other,15.59,Department of Science and Technology
union,2017-18,other,15.0,Other Central Sector Expenditure
union,2017-18,other,15.0,Central Sector Schemes/Projects
union,2017-18,other,15.0,Other Central Sector Expenditure
union,2017-18,other,15.0,Central Sector Schemes/Projects
union,2017-18,other,14.25,Establishment Expenditure of the Centre
union,2017-18,other,14.25,Establishment Expenditure of the Centre
union,2017-18,other,14.19,Establishment Expenditure of the Centre
union,2017-18,other,14.1,1.
union,2017-18,education,13.98,Establishment Expenditure of the Centre
union,2017-18,education,13.98,Establishment Expenditure of the Centre
union,2017-18,other,13.69,Establishment Expenditure of the Centre
union,2017-18,other,12.67,36. Indian Audit and Accounts Department
union,2017-18,other,12.52,Establishment Expenditure of the Centre
union,2017-18,other,12.52,Establishment Expenditure of the Centre
union,2017-18,healthcare,12.0,Establishment Expenditure of the Centre
union,2017-18,healthcare,12.0,Establishment Expenditure of the Centre
union,2017-18,other,11.59,Establishment Expenditure of the Centre
union,2017-18,other,11.38,Establishment Expenditure of the Centre
union,2017-18,other,11.38,Establishment Expenditure of the Centre
union,2017-18,education,10.6,"64. Ministry of Micro, Small and Medium Enterprises"
union,2017-18,education,10.6,Central Sector Schemes/Projects
union,2017-18,other,10.0,Establishment Expenditure of the Centre
union,2017-18,other,9.89,Establishment Expenditure of the Centre
union,2017-18,other,9.89,Establishment Expenditure of the Centre
union,2017-18,other,9.68,Department of Industrial Policy and Promotion
union,2017-18,other,9.67,Establishment Expenditure of the Centre
union,2017-18,education,8.92,Other Central Sector Expenditure
union,2017-18,education,8.92,Other Central Sector Expenditure
union,2017-18,other,8.0,Central Sector Schemes/Projects
union,2017-18,other,8.0,Central Sector Schemes/Projects
union,2017-18,other,6.75,Department of Scientific and Industrial Research
union,2017-18,other,5.75,Central Sector Schemes/Projects
union,2017-18,other,5.5,Central Sector Schemes/Projects
union,2017-18,education,5.3,78. Secretariat of the Vice-President
union,2017-18,education,5.3,Establishment Expenditure of the Centre
union,2017-18,education,5.3,78. Secretariat of the Vice-President
union,2017-18,education,5.3,Establishment Expenditure of the Centre
union,2017-18,agriculture_rural,5.25,Department of Rural Development
union,2017-18,agriculture_rural,5.25,Other Central Sector Expenditure
union,2017-18,agriculture_rural,5.25,Other Central Sector Expenditure
union,2017-18,education,5.05,Centrally Sponsored Schemes
union,2017-18,other,5.0,Central Sector Schemes/Projects
union,2017-18,other,4.0,Central Sector Schemes/Projects
union,2017-18,other,4.0,Central Sector Schemes/Projects
union,2017-18,other,3.3,"5. Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha"
union,2017-18,other,3.13,Establishment Expenditure of the Centre
union,2017-18,other,3.01,Other Central Sector Expenditure
union,2017-18,other,3.0,Other Central Sector Expenditure
union,2017-18,other,2.58,2.
union,2017-18,other,2.43,Department of Revenue
union,2017-18,other,1.55,Centrally Sponsored Schemes
union,2017-18,other,1.5,Central Sector Schemes/Projects
union,2017-18,education,1.23,Establishment Expenditure of the Centre
union,2017-18,other,1.08,95. Ministry of Tourism
union,2017-18,other,1.08,Central Sector Schemes/Projects
union,2017-18,other,1.05,Establishment Expenditure of the Centre
union,2017-18,other,0.9,Central Sector Schemes/Projects
union,2017-18,other,0.72,Establishment Expenditure of the Centre
union,2017-18,other,0.65,Other Central Sector Expenditure
union,2017-18,other,0.65,Other Central Sector Expenditure
union,2017-18,other,0.52,Other Central Sector Expenditure
union,2017-18,other,0.52,Other Central Sector Expenditure
union,2017-18,other,0.5,Other Central Sector Expenditure
union,2017-18,other,0.5,Establishment Expenditure of the Centre
union,2017-18,other,0.5,Other Central Sector Expenditure
union,2017-18,agriculture_rural,0.43,Establishment Expenditure of the Centre
union,2017-18,education,0.43,73. Ministry of Planning
union,2017-18,education,0.43,Central Sector Schemes/Projects
union,2017-18,education,0.34,Establishment Expenditure of the Centre
union,2017-18,other,0.3,Establishment Expenditure of the Centre
union,2017-18,other,0.2,Other Central Sector Expenditure
union,2017-18,other,0.06,Department of Pharmaceuticals
union,2017-18,other,0.06,Other Central Sector Expenditure
union,2017-18,other,0.06,Other Central Sector Expenditure
union,2017-18,other,0.05,Other Central Sector Expenditure
union,2017-18,other,0.05,3.
union,2017-18,other,0.04,Department of Fertilisers
union,2017-18,other,0.04,Other Central Sector Expenditure
union,2017-18,other,0.01,Other Central Sector Expenditure
union,2017-18,other,0.01,Other Central Sector Expenditure
union,2017-18,other,0.01,Central Sector Schemes/Projects
union,2017-18,other,0.01,Central Sector Schemes/Projects
union,2017-18,other,0.01,Other Central Sector Expenditure
union,2017-18,other,-2.21,2.
union,2017-18,other,-3.97,2.
union,2017-18,other,-3.97,2.
union,2017-18,other,-6.11,Establishment Expenditure of the Centre
union,2017-18,other,-16.9,Other Central Sector Expenditure
union,2017-18,other,-16.9,Other Central Sector Expenditure
union,2017-18,other,-33.06,2.
union,2017-18,infrastructure,195350.27,Grand Total
union,2017-18,agriculture_rural,88482.22,Ministry of Rural Development
union,2017-18,agriculture_rural,88482.22,Demand No. 82
union,2017-18,agriculture_rural,46989.73,Mahatma Gandhi National Rural Employment
union,2017-18,urban_services,22483.0,Rural Housing(Indira Awaas Yojana)
union,2017-18,agriculture_rural,18959.49,Pradhan Mantri Gram Sadak Yojana(PMGSY)
union,2017-18,other,15751.2,Ministry of Human Resource Development
union,2017-18,other,14950.36,Ministry of Finance
union,2017-18,other,14500.0,Demand No. 40
union,2017-18,urban_services,14131.93,Ministry of Housing and Urban Affairs
union,2017-18,urban_services,14131.93,Demand No. 56
union,2017-18,education,11263.29,Demand No. 58
union,2017-18,other,10000.0,Special Assistance
union,2017-18,energy,9015.02,Ministry of Power
union,2017-18,energy,9015.02,Demand No. 74
union,2017-18,healthcare,8479.4,Ministry of Health and Family Welfare
union,2017-18,healthcare,8219.69,Demand No. 42
union,2017-18,infrastructure,7317.66,Ministry of Road Transport and Highways
union,2017-18,infrastructure,7317.66,Demand No. 81
union,2017-18,infrastructure,7162.0,Grants from Central Road Fund to State
union,2017-18,education,4795.0,Indian Institutes of Technology
union,2017-18,energy,4724.0,Deen Dayal Upadhyaya Gram Jyoti Yojana
union,2017-18,other,4487.91,Demand No. 57
union,2017-18,urban_services,4333.37,Pradhan Mantri Awas Yojana (Urban)
union,2017-18,healthcare,4025.0,Human Resources for Health and Medical
union,2017-18,other,4000.0,Additional Central Assistance for Externally Aided
union,2017-18,other,3998.67,Ministry of Statistics and Programme Implementation
union,2017-18,other,3998.67,Demand No. 92
union,2017-18,energy,3987.0,Ministry of New and Renewable Energy
union,2017-18,energy,3987.0,Demand No. 67
union,2017-18,energy,3980.3,Ministry of Petroleum and Natural Gas
union,2017-18,energy,3980.3,Demand No. 72
union,2017-18,urban_services,3960.0,AMRUT
union,2017-18,other,3950.0,MP Local Area Development Scheme
union,2017-18,urban_services,3810.5,100 Smart Cities
union,2017-18,energy,3221.22,Integrated Power Development Scheme
union,2017-18,security,3118.73,Ministry of Home Affairs
union,2017-18,energy,3061.0,Grid Interactive Renewable Power
union,2017-18,urban_services,2915.27,"Ministry of Water Resources, River Development and Ganga"
union,2017-18,urban_services,2915.27,Demand No. 97
union,2017-18,other,2809.19,Ministry of Science and Technology
union,2017-18,energy,2499.0,Payment to Indian Strategic Petroleium Reserve
union,2017-18,social_welfare,2451.8,Ministry of Tribal Affairs
union,2017-18,social_welfare,2451.8,Demand No. 96
union,2017-18,security,2165.0,Demand No. 48
union,2017-18,urban_services,2050.0,National Ganga Plan
union,2017-18,education,1880.0,National Institutes of Technology
union,2017-18,other,1631.66,Ministry of Commerce and Industry
union,2017-18,education,1618.2,Rashtriya Madhyamik Shiksha Abhiyan
union,2017-18,other,1581.12,Demand No. 12
union,2017-18,urban_services,1529.61,Swachh Bharat Mission
union,2017-18,other,1477.0,Demand No. 84
union,2017-18,other,1412.55,Ministry of Development  of North Eastern Region
union,2017-18,other,1412.55,Demand No. 23
union,2017-18,healthcare,1307.16,National Rural Health Mission
union,2017-18,education,1250.0,Grants to Central Universities (CUs)
union,2017-18,energy,1200.0,Phulpur-Dhamra-Haldia Pipeline Project (PDHPL)
union,2017-18,social_welfare,1198.4,Grants under proviso to Article 275 (1) of the
union,2017-18,education,1175.0,Sarva Shiksha Abhiyan
union,2017-18,social_welfare,1173.17,Ministry of Minority Affairs
union,2017-18,social_welfare,1173.17,Demand No. 66
union,2017-18,social_welfare,1170.0,Multi Sectoral Development Programme
union,2017-18,security,1100.0,Border Area Development Programme
union,2017-18,agriculture_rural,1052.0,Department of Atomic Energy
union,2017-18,agriculture_rural,1052.0,Demand No. 4
union,2017-18,agriculture_rural,1042.5,Aided Institutions
union,2017-18,other,1031.79,National Industrial Corridor Development and
union,2017-18,social_welfare,1018.4,Special Central Assistance to Tribal sub Component
union,2017-18,agriculture_rural,957.3,Ministry of Agriculture and Farmers' Welfare
union,2017-18,agriculture_rural,885.36,Demand No. 2
union,2017-18,education,835.28,Indian Council of Agricultural Research
union,2017-18,energy,825.25,Off-Grid/Distributed and Decentralised Renewable
union,2017-18,education,788.0,Indian Institutes of Management (IIMs)
union,2017-18,education,780.0,Navodaya Vidyalaya Samiti
union,2017-18,security,769.0,Modernization of State Police Force
union,2017-18,other,754.88,Ministry of Heavy Industries and Public Enterprises
union,2017-18,other,754.88,Demand No. 44
union,2017-18,other,695.0,Grants from Central Pool of Resources for NER and
union,2017-18,other,676.69,Demand No. 85
union,2017-18,infrastructure,658.0,Ministry of Shipping
union,2017-18,infrastructure,658.0,Demand No. 87
union,2017-18,other,655.5,Demand No. 86
union,2017-18,other,650.0,National Laboratories-CSIR
union,2017-18,other,647.89,Ministry of Textiles
