gov_level,fiscal_year,sector,amount_crore,description
union,2018-19,education,1147.06,Feedstock
union,2018-19,other,1109.43,Science and Technology Institutional and Human Capacity Building
union,2018-19,other,1109.43,Science and Technology Institutional and Human Capacity Building
union,2018-19,other,1100.0,Integrated Development of Tourist Circuits around specific themes (Swadesh Darshan)
union,2018-19,other,1100.0,Integrated Development of Tourist Circuits around specific themes (Swadesh Darshan)
union,2018-19,other,1097.0,National Industrial Corridor Development and Implementation Trust (NICDIT)
union,2018-19,other,1097.0,National Industrial Corridor Development and Implementation Trust (NICDIT)
union,2018-19,other,1039.73,Space Applications
union,2018-19,other,1014.09,Regional Connectivity Scheme
union,2018-19,other,1014.09,Regional Connectivity Scheme
union,2018-19,education,1006.0,National Manufacturing Competitiveness Programme (NMCP)
union,2018-19,education,1006.0,National Manufacturing Competitiveness Programme (NMCP)
union,2018-19,other,1000.0,Central Pool of Resources for North East and Sikkim
union,2018-19,education,995.88,Nuclear Fuel Inventory
union,2018-19,education,995.88,Nuclear Fuel Inventory
union,2018-19,other,931.5,327.
union,2018-19,education,925.53,Miscellaneous Advances
union,2018-19,education,925.53,Miscellaneous Advances
union,2018-19,infrastructure,924.0,Procurement of Cotton by Cotton Corporation under Price Support Scheme
union,2018-19,infrastructure,924.0,Procurement of Cotton by Cotton Corporation under Price Support Scheme
union,2018-19,education,900.0,Integrated Power Development Scheme
union,2018-19,education,880.0,R and D Basic Science and Engineering
union,2018-19,education,880.0,R and D Basic Science and Engineering
union,2018-19,infrastructure,870.0,Transfer to Central Road Fund
union,2018-19,other,864.22,"Promotion of Electronics and IT HW Manufacturing (MSIPS, EDF and Manufacturing Clusters)"
union,2018-19,other,850.0,Construction Works - Navy
union,2018-19,other,850.0,Construction Works - Navy
union,2018-19,education,848.5,Solar Power - Off-Grid/Distributed and Decentralized Renewable Power
union,2018-19,education,848.5,Solar Power - Off-Grid/Distributed and Decentralized Renewable Power
union,2018-19,other,844.45,Joint Staff - Navy
union,2018-19,other,844.45,Joint Staff - Navy
union,2018-19,other,836.5,Bhutan
union,2018-19,infrastructure,820.0,Transfer to Central Road Fund
union,2018-19,security,803.68,Defence Ordnance Factories
union,2018-19,security,803.68,Defence Ordnance Factories
union,2018-19,education,800.0,Crop Science
union,2018-19,education,800.0,Crop Science
union,2018-19,other,774.22,"Promotion of Electronics and IT HW Manufacturing (MSIPS, EDF and Manufacturing Clusters)"
union,2018-19,healthcare,770.0,Family Welfare Schemes
union,2018-19,other,770.0,National River Conservation Programme
union,2018-19,healthcare,770.0,Family Welfare Schemes
union,2018-19,other,770.0,National River Conservation Programme
union,2018-19,other,764.75,327.
union,2018-19,other,762.64,Non-residential
union,2018-19,other,750.16,307.
union,2018-19,other,750.16,307.
union,2018-19,education,750.0,427.  Wind Power - Grid Interactive Renewable Power
union,2018-19,education,750.0,427.  Wind Power - Grid Interactive Renewable Power
union,2018-19,education,740.0,Bridge Works
union,2018-19,education,740.0,Bridge Works
union,2018-19,education,720.8,Capacity Building- Panchayat Sashaktikaran Abhiyaan (PSA) / Rashtriya Gram Swaraj Abhiyan (RGSA)
union,2018-19,education,720.8,Capacity Building- Panchayat Sashaktikaran Abhiyaan (PSA) / Rashtriya Gram Swaraj Abhiyan (RGSA)
union,2018-19,other,720.0,"Innovation, Technology Development and Deployment"
union,2018-19,other,720.0,"Innovation, Technology Development and Deployment"
union,2018-19,other,715.0,Postal Operation
union,2018-19,other,706.52,Space Applications
union,2018-19,other,700.0,Other works
union,2018-19,education,700.0,Credit Support Programme
union,2018-19,education,700.0,Payment to Indian Strategic Petroleum Reserve Limited (ISPRL) for Crude Oil Reserve
union,2018-19,education,700.0,Road Safety Works - Level Crossings
union,2018-19,other,700.0,"Exhibition-Cum-Convention Centre, Dwarka"
union,2018-19,other,700.0,Other works
union,2018-19,education,700.0,Credit Support Programme
union,2018-19,education,700.0,Payment to Indian Strategic Petroleum Reserve Limited (ISPRL) for Crude Oil Reserve
union,2018-19,education,700.0,Road Safety Works - Level Crossings
union,2018-19,other,699.99,"Exhibition-Cum-Convention Centre, Dwarka"
union,2018-19,other,690.0,Central Pool of Resources for North East and Sikkim
union,2018-19,education,684.7,Agricultural Universities and Institutions
union,2018-19,education,684.7,Agricultural Universities and Institutions
union,2018-19,other,674.55,Non-residential
union,2018-19,education,663.01,Strengthening of Power Systems
union,2018-19,education,660.0,Other Specified Works
union,2018-19,education,660.0,Other Specified Works
union,2018-19,education,651.0,Doubling
union,2018-19,education,651.0,Doubling
union,2018-19,other,650.0,Nepal
union,2018-19,other,650.0,Turnaround Plan of Air India Ltd.
union,2018-19,education,650.0,Machinery and Plant
union,2018-19,other,650.0,Turnaround Plan of Air India Ltd.
union,2018-19,other,650.0,Nepal
union,2018-19,education,650.0,Machinery and Plant
union,2018-19,other,649.1,Special Projects - Air Force
union,2018-19,other,649.1,Special Projects - Air Force
union,2018-19,other,629.11,Exim Bank
union,2018-19,other,629.11,Exim Bank
union,2018-19,other,611.0,Schemes for Development of Sugar Industries
union,2018-19,education,610.0,Fuel Cycle Projects (Fast Reactor Fuel Cycle Fascility)
union,2018-19,education,610.0,Fuel Cycle Projects (Fast Reactor Fuel Cycle Fascility)
union,2018-19,other,609.0,Research and Development
union,2018-19,other,609.0,Research and Development
union,2018-19,education,608.0,Other subsidy payable including for North Eastern Region
union,2018-19,education,608.0,Other subsidy payable including for North Eastern Region
union,2018-19,education,602.02,Skill  Development and Livelihoods
union,2018-19,education,600.0,Green Energy Corridors - Grid Interactive Renewable Power
union,2018-19,other,600.0,Equity Capital to Micro Units Development Refinance Agency (MUDRA Bank)
union,2018-19,other,600.0,Equity Capital to Micro Units Development Refinance Agency (MUDRA Bank)
union,2018-19,education,600.0,Green Energy Corridors - Grid Interactive Renewable Power
union,2018-19,other,600.0,Sagarmala
union,2018-19,other,595.78,Promotion of Digital payment
union,2018-19,other,595.78,Promotion of Digital payment
union,2018-19,infrastructure,583.27,North East Road Sector Development Scheme
union,2018-19,education,580.0,Backend Fuel Cycle Projects
union,2018-19,education,580.0,Backend Fuel Cycle Projects
union,2018-19,education,550.0,Infrastructure Development and Capacity Building- EAP Component
union,2018-19,education,550.0,Traction Distribution Works
union,2018-19,education,550.0,Infrastructure Development and Capacity Building- EAP Component
union,2018-19,education,550.0,Traction Distribution Works
union,2018-19,education,544.0,Power System Development Fund
union,2018-19,education,544.0,Power System Development Fund
union,2018-19,education,540.0,Computerisation
union,2018-19,education,540.0,Computerisation
union,2018-19,other,528.0,North Eastern Industrial and Investment Promotion Policy (NEIPP)
union,2018-19,other,528.0,North Eastern Industrial and Investment Promotion Policy (NEIPP)
union,2018-19,other,520.09,Khelo India
union,2018-19,other,520.09,Khelo India
union,2018-19,education,510.0,Strengthening of Power Systems
union,2018-19,other,505.0,Schemes of North East Council - Special Development Projects
union,2018-19,other,505.0,Schemes of North East Council - Special Development Projects
union,2018-19,other,500.61,Central Silk Board
union,2018-19,other,500.61,Central Silk Board
union,2018-19,energy,500.0,Exploration of Coal and Lignite
union,2018-19,other,500.0,Indian Leather Development Programme (ILDP)
union,2018-19,other,500.0,Pradhan Mantri Mudra Yojana (PMMY)(through NCGTC)
union,2018-19,other,500.0,Stand-Up India (through NCGTC)
union,2018-19,infrastructure,500.0,Grants to Inland Water Transport Authority of India
union,2018-19,infrastructure,500.0,Investment in ECGC (Export Credit Guarantee Corporation)
union,2018-19,infrastructure,500.0,Subscription to the Share Capital of Export-Import Bank of India (Exim Bank)
union,2018-19,energy,500.0,Exploration of Coal and Lignite
union,2018-19,infrastructure,500.0,Investment in ECGC (Export Credit Guarantee Corporation)
union,2018-19,other,500.0,Indian Leather Development Programme (ILDP)
union,2018-19,infrastructure,500.0,Subscription to the Share Capital of Export-Import Bank of India (Exim Bank)
union,2018-19,other,500.0,Pradhan Mantri Mudra Yojana (PMMY)(through NCGTC)
union,2018-19,other,500.0,Stand-Up India (through NCGTC)
union,2018-19,infrastructure,500.0,Grants to Inland Water Transport Authority of India
union,2018-19,other,490.52,Postal Operation
union,2018-19,education,480.0,e-Courts Phase II
union,2018-19,education,480.0,e-Courts Phase II
union,2018-19,other,454.24,Overseas Promotion and Publicity including Market Development Assistance
union,2018-19,other,454.24,Overseas Promotion and Publicity including Market Development Assistance
union,2018-19,urban_services,450.0,Ground Water Management and Regulation
union,2018-19,infrastructure,440.05,Support to International Training/Programmes
union,2018-19,infrastructure,440.05,Support to International Training/Programmes
union,2018-19,education,437.0,Skill  Development and Livelihoods
union,2018-19,other,425.0,Electronic Governance
union,2018-19,other,425.0,Electronic Governance
union,2018-19,education,415.0,Khadi Grant (KG)
union,2018-19,education,415.0,Khadi Grant (KG)
union,2018-19,other,411.6,INSAT Satellite Systems
union,2018-19,education,400.0,Animal Science
union,2018-19,infrastructure,400.0,Transport/Freight Subsidy Scheme
union,2018-19,other,400.0,Pradhan Mantri Gramin Digital Saksharta Abhiyan (PMGDISHA)
union,2018-19,education,400.0,Infrastructure Development and Capacity Building
union,2018-19,education,400.0,Animal Science
union,2018-19,infrastructure,400.0,Transport/Freight Subsidy Scheme
union,2018-19,other,400.0,Pradhan Mantri Gramin Digital Saksharta Abhiyan (PMGDISHA)
union,2018-19,education,400.0,Infrastructure Development and Capacity Building
union,2018-19,other,399.0,"Ocean Services, Technology, Observations, Resources Modelling and Science (O-STORMS)"
union,2018-19,other,385.0,Schemes for Development of Sugar Industries
union,2018-19,other,384.0,"Ocean Services, Technology, Observations, Resources Modelling and Science (O-STORMS)"
union,2018-19,other,380.0,Schemes of North East Council
union,2018-19,other,378.88,National Automotive Testing and Research and Development Infrastructure Project (NATRIP)
union,2018-19,other,375.0,Atmosphere and Climate Research - Modelling Observing Systems and Services (ACROSS)
union,2018-19,urban_services,365.71,Ground Water Management and Regulation
union,2018-19,education,353.0,Staff Quarters
union,2018-19,education,353.0,Staff Quarters
union,2018-19,other,350.0,Mauritius
union,2018-19,other,350.0,Sagarmala
union,2018-19,other,350.0,Mauritius
union,2018-19,infrastructure,347.0,Assistance to Promotion of Sports Excellence
union,2018-19,infrastructure,347.0,Assistance to Promotion of Sports Excellence
union,2018-19,other,340.0,Schemes of North East Council
union,2018-19,education,340.0,Scholarship for College and University students
union,2018-19,education,340.0,Market Promotion and Development Assistance
union,2018-19,education,340.0,Scholarship for College and University students
union,2018-19,education,340.0,Market Promotion and Development Assistance
union,2018-19,infrastructure,333.27,North East Road Sector Development Scheme
union,2018-19,other,325.0,Afghanistan
union,2018-19,other,325.0,Afghanistan
union,2018-19,education,315.7,Prasar Bharati
union,2018-19,education,315.7,Prasar Bharati
union,2018-19,education,315.0,"Research, Training, Studies and Other Road Safety Schemes"
union,2018-19,education,314.24,Amenities for Staff
union,2018-19,education,314.24,Amenities for Staff
union,2018-19,other,310.0,Central Pool of Resources for North East and Sikkim
union,2018-19,other,310.0,Kala Sanskriti Vikas Yojana
union,2018-19,infrastructure,300.0,National Export Insurance Account
union,2018-19,other,300.0,Atmosphere and Climate Research - Modelling Observing Systems and Services (ACROSS)
union,2018-19,energy,300.0,Manpower Development
union,2018-19,other,300.0,Seychelles
union,2018-19,education,300.0,"Research, Training, Studies and Other Road Safety Schemes"
union,2018-19,social_welfare,300.0,National Fellowship for SCs
union,2018-19,infrastructure,300.0,National Export Insurance Account
union,2018-19,other,300.0,India Post Payments Bank
union,2018-19,energy,300.0,Manpower Development
union,2018-19,other,300.0,Seychelles
union,2018-19,social_welfare,300.0,National Fellowship for SCs
union,2018-19,education,299.74,National Means cum Merit Scholarship Scheme
union,2018-19,education,299.74,National Means cum Merit Scholarship Scheme
union,2018-19,other,290.83,Land - Army
union,2018-19,other,290.83,Land - Army
union,2018-19,other,288.0,Kala Sanskriti Vikas Yojana
union,2018-19,other,280.0,Myanmar
union,2018-19,other,280.0,Myanmar
union,2018-19,education,275.0,Technical Education Quality Improvement Programme of Government of India (EAP)
union,2018-19,education,275.0,Technical Education Quality Improvement Programme of Government of India (EAP)
union,2018-19,other,263.0,316.
union,2018-19,energy,260.0,Scheme for Faster Adoption and Manufacturing of (Hybrid and) Electric Vehicle in India - (FAME - India).
union,2018-19,energy,260.0,Scheme for Faster Adoption and Manufacturing of (Hybrid and) Electric Vehicle in India - (FAME - India).
union,2018-19,education,257.69,Research and Development Projects
union,2018-19,education,255.9,National Scheme for Incentive to Girl Child for Secondary Education
union,2018-19,education,255.9,National Scheme for Incentive to Girl Child for Secondary Education
union,2018-19,infrastructure,254.4,Management Support to Rural Development Programs and Strengthening of District Planning Process
