gov_level,dataset,pdf_source,fiscal_year,estimate_type,component,amount_crore,sector,demand_no,ministry,department,category,description
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,energy,90.0,Department of Empowerment of Persons with Disabilities,,,Setting up of State Spinal Injury Centre
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,other,94.0,Department of Space,,,Ambedkar Hasthshilp Vikas Yojana
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,other,94.0,Department of Space,,,Research and Development - Handicrafts
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,other,94.0,Department of Space,,,Hast Kala Academy
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,other,94.0,Department of Space,,,Integrated Processing Development Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,urban_services,97.0,Department of Space,,,National Water Mission
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,5.0,other,99.0,Department of Space,,,National Discipline Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,4.9,education,67.0,Department of Higher Education,,,439.  Wind Power - Off-Grid/Distributed and Decentralized Renewable Power
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,4.9,education,67.0,Department of Higher Education,,,"New & Innovative Projects, National Centre for New Energy and Innovation (NCNEI), National University of Renewable Energy(NURE), World Renewable Energy Museum(WREM) - Supporting Programmes"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,4.9,education,67.0,Department of Higher Education,,,439.  Wind Power - Off-Grid/Distributed and Decentralized Renewable Power
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,4.9,education,67.0,Department of Higher Education,,,"New & Innovative Projects, National Centre for New Energy and Innovation (NCNEI), National University of Renewable Energy(NURE), World Renewable Energy Museum(WREM) - Supporting Programmes"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,4.74,other,14.0,Department of Telecommunications,,,Telecom Engineering Centre
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,4.74,other,14.0,Department of Telecommunications,,,Telecom Engineering Centre
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,4.52,other,94.0,Department of Space,,,"Others (IJIRA, COP JC)"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,4.52,other,94.0,Department of Space,,,"Others (IJIRA, COP JC)"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,4.5,other,27.0,Department of Food and Public Distribution,,,Environmental Impact Assessment
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,4.5,urban_services,97.0,Department of Space,,,National Water Mission
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,4.5,other,27.0,Department of Food and Public Distribution,,,Environmental Impact Assessment
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,4.3,social_welfare,89.0,Department of Social Justice and Empowerment,,,National Overseas Scholarships for OBCs
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,4.3,social_welfare,89.0,Department of Social Justice and Empowerment,,,National Overseas Scholarships for OBCs
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,4.27,other,46.0,Department of Public Enterprises,,,310.
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,4.25,other,46.0,Department of Public Enterprises,,,310.
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,4.0,infrastructure,11.0,Department of Commerce,,,Cashew Export Promotion Council
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,4.0,other,14.0,Department of Telecommunications,,,Technology Development and  Investment Promotion
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,4.0,other,94.0,Department of Space,,,Flatted Factory cum Incubators
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,4.0,other,84.0,Department of Science and Technology,,,"Innovation, Technology Development and Deployment"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,4.0,infrastructure,11.0,Department of Commerce,,,Cashew Export Promotion Council
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,4.0,other,14.0,Department of Telecommunications,,,Technology Development and  Investment Promotion
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,4.0,other,94.0,Department of Space,,,Flatted Factory cum Incubators
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,3.86,education,60.0,Department of Higher Education,,,"Strengthening of DGFASLI organization and OSH in factories, ports and docks"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,3.81,education,80.0,Department of Higher Education,,,Electrification Projects
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,3.81,education,80.0,Department of Higher Education,,,Electrification Projects
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,3.6,other,97.0,Department of Space,,,Infrastructure Development
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,3.5,other,17.0,Department of Food and Public Distribution,,,Corporate Data Management (CDM)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,3.5,other,17.0,Department of Food and Public Distribution,,,Corporate Data Management (CDM)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,3.41,education,58.0,Department of Higher Education,,,National Institutional Ranking Framework
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,3.41,education,58.0,Department of Higher Education,,,National Institutional Ranking Framework
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,3.0,healthcare,5.0,Department of Agricultural Research and Education,,,Re-oreintation Training Programme of AYUSH Personnel/Continuing Medical Education (ROTP/CME)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,3.0,other,12.0,Department of Industrial Policy and Promotion,,,Amritsar Kolkata Industrial Corridor Project (AKIC)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,3.0,other,94.0,Department of Space,,,Infrastructure and Technology Development Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,3.0,other,94.0,Department of Space,,,Group Insurance Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,3.0,healthcare,42.0,Department of Health and Family Welfare,,,Health Sector Disaster Preparedness and Response and Human Resources Development for Emergency Medical Services
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,3.0,healthcare,5.0,Department of Agricultural Research and Education,,,Re-oreintation Training Programme of AYUSH Personnel/Continuing Medical Education (ROTP/CME)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,3.0,other,12.0,Department of Industrial Policy and Promotion,,,Amritsar Kolkata Industrial Corridor Project (AKIC)
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,3.0,other,94.0,Department of Space,,,Infrastructure and Technology Development Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,3.0,other,94.0,Department of Space,,,Group Insurance Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.86,education,57.0,Department of School Education and Literacy,,,National Award to Teachers
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,2.86,education,57.0,Department of School Education and Literacy,,,National Award to Teachers
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,2.72,education,60.0,Department of Higher Education,,,Strengthening of System and Infrastructure of Directorate General of Mines Safety
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.67,other,45.0,Department of Public Enterprises,,,"Counselling, Retraining and Redeployment (CRR) Scheme"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,2.67,other,45.0,Department of Public Enterprises,,,"Counselling, Retraining and Redeployment (CRR) Scheme"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.5,education,5.0,Department of Agricultural Research and Education,,,Incentive to Industry-Participation in fairs/Conducting market survey
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.5,other,28.0,Department of Food and Public Distribution,,,Mongolia
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.5,education,60.0,Department of Higher Education,,,"Development of Regional Labour Institute, Faridabad as National Centre of Excellence"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,2.5,education,5.0,Department of Agricultural Research and Education,,,Incentive to Industry-Participation in fairs/Conducting market survey
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,2.5,other,28.0,Department of Food and Public Distribution,,,Mongolia
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,2.5,education,60.0,Department of Higher Education,,,"Development of Regional Labour Institute, Faridabad as National Centre of Excellence"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.4,education,72.0,Department of Higher Education,,,Assistance to States/UTs for establishment of Institutional mechanism for direct transfer of subsidy in cash for PDS Kerosene beneficiaries
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,2.4,education,72.0,Department of Higher Education,,,Assistance to States/UTs for establishment of Institutional mechanism for direct transfer of subsidy in cash for PDS Kerosene beneficiaries
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,capital,2.24,other,97.0,Department of Space,,,National Hydrology Project
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.18,healthcare,42.0,Department of Health and Family Welfare,,,Impacting Research Innovation and Technology (IMPRINT) Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,2.18,healthcare,42.0,Department of Health and Family Welfare,,,Impacting Research Innovation and Technology (IMPRINT) Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.1,education,68.0,Department of Higher Education,,,International Contribution
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,total,2.1,education,68.0,Department of Higher Education,,,International Contribution
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.0,other,6.0,Department of Chemicals and Petrochemicals,,,Chemical Promotion and Development Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.0,other,14.0,Department of Telecommunications,,,Funding to BSNL for providing Telecom Connectivity for Amarnath Yatra
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.0,other,15.0,Department of Consumer Affairs,,,Bureau of Indian Standard
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.0,other,23.0,Department of Food and Public Distribution,,,"Consultancy, Monitoring, Evaluation - Charges under NLCPR Scheme"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.0,education,58.0,Department of Higher Education,,,National Initiative on inclusion of persons with disabilities in higher education
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.0,education,64.0,Department of Higher Education,,,"Khadi, VI and Coir (S and T)"
union,central_sector_schemes,central_sector_schemes.pdf,2017-18,re,revenue,2.0,energy,90.0,Department of Empowerment of Persons with Disabilities,,,Indian Spinal Injury Centre
